id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_subfamily_name,taxon_tribe_name,taxon_genus_name,taxon_species_name
311136759,1ecb81f7-9bef-42e4-a8de-35a42af57dd2,2025-09-02 18:17:12-05:00,2025-09-02,2025-09-02 23:17:12 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:17:26 UTC,2025-09-03 05:25:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311136759,https://inaturalist-open-data.s3.amazonaws.com/photos/561628442/medium.jpg,,"","",1,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9971446209,-93.2398396824,3,,,,3,,,false,,,Busy Lizzie,Impatiens walleriana,Busy Lizzie,Plantae,68185,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,,,Impatiens,Impatiens walleriana
311136824,6956214f-6250-44d9-8915-75d3466eb726,2025-09-02 18:17:36-05:00,2025-09-02,2025-09-02 23:17:36 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:17:44 UTC,2025-09-03 11:18:40 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311136824,https://inaturalist-open-data.s3.amazonaws.com/photos/561628540/medium.jpg,,"","",2,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9971122789,-93.239716489,25,,,,25,,,false,,,Busy Lizzie,Impatiens walleriana,Busy Lizzie,Plantae,68185,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae,,,Impatiens,Impatiens walleriana
311136958,810007a0-d6a7-4270-9a7e-3df99682b224,2025-09-02 18:18:21-05:00,2025-09-02,2025-09-02 23:18:21 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:18:41 UTC,2025-09-08 19:33:35 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311136958,https://inaturalist-open-data.s3.amazonaws.com/photos/561628889/medium.jpg,,"","",2,1,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9971301735,-93.2398952615,5,,,,5,,,false,,,fuchsias,Fuchsia,fuchsias,Plantae,54713,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,,,Fuchsia,
311137067,0420b9c3-62ab-42e3-b71a-7e141f5f3962,2025-09-02 18:18:53-05:00,2025-09-02,2025-09-02 23:18:53 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:19:17 UTC,2025-09-02 23:19:24 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311137067,https://inaturalist-open-data.s3.amazonaws.com/photos/561629103/medium.jpg,,"","",0,0,true,3,"Summer St NE, Minneapolis, MN, US",44.9972023238,-93.2399419709,3,,,,3,,open,false,,,"",Prunus cerasifera,Cherry-plum,Plantae,55837,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus cerasifera
311137107,0a69f075-0c07-4e5e-8741-dba7b0750d5d,2025-09-02 18:19:24-05:00,2025-09-02,2025-09-02 23:19:24 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:19:30 UTC,2025-09-02 23:19:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/311137107,https://inaturalist-open-data.s3.amazonaws.com/photos/561629202/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971748143,-93.2398179174,14,,,,14,,,false,,,"",Salix,Willows,Plantae,53453,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,,,Salix,
311137155,787dd6f8-288f-48a2-ba00-fddf59e2d162,2025-09-02 18:19:45-05:00,2025-09-02,2025-09-02 23:19:45 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:19:51 UTC,2025-09-02 23:23:45 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311137155,https://inaturalist-open-data.s3.amazonaws.com/photos/561630754/medium.jpg,,"","",0,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9971706003,-93.2397764483,6,,,,6,,open,false,,,"",Prunus cerasifera,Cherry-plum,Plantae,55837,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Amygdaleae,Prunus,Prunus cerasifera
311137872,e5b4ea92-99ec-4ffe-9850-40e95563f52e,2025-09-02 18:23:30-05:00,2025-09-02,2025-09-02 23:23:30 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-02 23:23:46 UTC,2025-09-04 18:02:17 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311137872,https://inaturalist-open-data.s3.amazonaws.com/photos/562364255/medium.jpg,,"","",0,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9969079374,-93.2401050804,325,,,,325,,,false,,,"",Betula,birches,Plantae,49156,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,,,Betula,
311521059,95c8c2c8-aab5-486c-9478-2e109cd07663,2025-09-04 12:33:59-05:00,2025-09-04,2025-09-04 17:33:59 UTC,Bogota,9643869,zack96679,Zack Stout,2025-09-04 18:02:18 UTC,2025-09-04 18:02:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521059,https://inaturalist-open-data.s3.amazonaws.com/photos/562364288/medium.jpg,,"","",0,0,false,3,"",,,,,,,,,,false,,,"",Portulaca,purslanes,Plantae,58992,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,,,Portulaca,
311521235,13d9f9a8-8f8b-4759-9fa2-562b779e94e7,2025-09-04 12:32:53-05:00,2025-09-04,2025-09-04 17:32:53 UTC,Bogota,9643869,zack96679,Zack Stout,2025-09-04 18:03:01 UTC,2025-09-04 18:03:07 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521235,https://inaturalist-open-data.s3.amazonaws.com/photos/562364556/medium.jpg,,"","",0,0,false,3,"",,,,,,,,,,false,,,"",Portulaca,purslanes,Plantae,58992,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,,,Portulaca,
311521342,3abc9ba4-be23-419a-958c-88c8cf434fea,2025-09-04 12:32:02-05:00,2025-09-04,2025-09-04 17:32:02 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-04 18:03:34 UTC,2025-09-04 18:03:40 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521342,https://inaturalist-open-data.s3.amazonaws.com/photos/562364749/medium.jpg,,"","",0,0,true,3,"Warba, MN, US",47.106772458,-93.3003292883,1981412,,,,1981412,,,false,,,"",Begonia,Begonias,Plantae,126405,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,,,Begonia,
311521517,7b61cc17-d108-4ba8-839c-d59373240471,2025-09-04 12:32:53-05:00,2025-09-04,2025-09-04 17:32:53 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-04 18:04:13 UTC,2025-09-04 18:04:19 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521517,https://inaturalist-open-data.s3.amazonaws.com/photos/562364970/medium.jpg,,"","",0,0,true,3,"Pengilly, MN, US",47.2267715382,-93.2133169396,1981412,,,,1981412,,,false,,,"",Petunia integrifolia,violetflower petunia,Plantae,181815,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Petunioideae,,Petunia,Petunia integrifolia
311521663,c6631373-8189-41c4-88b1-155f7c2143e3,2025-09-04 12:32:13-05:00,2025-09-04,2025-09-04 17:32:13 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-04 18:04:58 UTC,2025-09-04 18:05:05 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521663,https://inaturalist-open-data.s3.amazonaws.com/photos/562365320/medium.jpg,,"","",0,0,true,3,"Grand Rapids, MN, US",47.3718428609,-93.488978258,1981412,,,,1981412,,open,false,,,"",Lysimachia nummularia,creeping Jenny,Plantae,51809,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsinoideae,,Lysimachia,Lysimachia nummularia
311521877,a22df4e5-cdf1-46fb-9319-6f7ac23a6e23,2025-09-04 12:31:58-05:00,2025-09-04,2025-09-04 17:31:58 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-04 18:05:40 UTC,2026-05-31 04:04:56 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/311521877,https://inaturalist-open-data.s3.amazonaws.com/photos/568425700/medium.jpg,,"","",1,0,true,3,"Savanna Portage State Park, McGregor, MN, US",46.8661426755,-93.182057433,1981412,,,,1981412,,,false,,,wingpod purslane,Portulaca umbraticola,wingpod purslane,Plantae,167316,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Portulacaceae,,,Portulaca,Portulaca umbraticola
314703319,35a79691-ea62-4052-818b-718b58281640,2025-09-17 19:01:17-05:00,2025-09-17,2025-09-18 00:01:17 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-18 02:03:39 UTC,2025-09-18 13:21:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/314703319,https://inaturalist-open-data.s3.amazonaws.com/photos/568425719/medium.jpg,,"","",0,0,false,3,"Cohasset, MN, US",47.1935466508,-93.6870761228,1981412,,,,1981412,,,false,,,"",Cicadoidea,Cicadas,Insecta,50190,Animalia,Arthropoda,Insecta,Hemiptera,,,,,
314703380,c214f47b-7905-4f82-85ad-b334a2b93b3e,2025-09-17 19:01:17-05:00,2025-09-17,2025-09-18 00:01:17 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-18 02:04:11 UTC,2025-09-18 02:04:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/314703380,https://inaturalist-open-data.s3.amazonaws.com/photos/568425894/medium.jpg,,"","",0,0,false,3,"Bovey, MN, US",47.2086193583,-93.3689050397,1981412,,,,1981412,,,false,,,"",Neotibicen,Dog-day Cicadas,Insecta,751082,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicadinae,Tacuini,Neotibicen,
314703894,b634747a-9ded-4bfd-bb73-4463e8f65dc4,2025-09-17 21:06:23-05:00,2025-09-17,2025-09-18 02:06:23 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2025-09-18 02:06:53 UTC,2026-05-17 21:59:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/314703894,https://inaturalist-open-data.s3.amazonaws.com/photos/661714662/medium.jpg,,"","",0,0,false,3,"Chippewa National Forest, Deer River, MN, US",47.4266667823,-93.741892488,1981412,,,,1981412,,,false,,,"",Neotibicen canicularis,Northern Dog-day Cicada,Insecta,469238,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Cicadinae,Tacuini,Neotibicen,Neotibicen canicularis
362546650,71dcba3b-5a30-4467-8c99-fbcc75ff3f8b,2026-05-17 16:37:57-05:00,2026-05-17,2026-05-17 21:37:57 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-17 21:59:49 UTC,2026-05-17 22:02:33 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/362546650,https://inaturalist-open-data.s3.amazonaws.com/photos/661715112/medium.jpg,,"","",0,0,true,3,"Central Ave NE, Fridley, MN, US",45.0762287374,-93.2400043155,52761,,,,52761,,,false,,,"",Amsonia,bluestars,Plantae,71965,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Rauvolfioideae,Amsonieae,Amsonia,
362546739,b30dc618-0adb-477d-8c6e-b5eba8125106,2026-05-17 14:39:56-05:00,2026-05-17,2026-05-17 19:39:56 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-17 22:00:10 UTC,2026-05-27 23:57:31 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/362546739,https://inaturalist-open-data.s3.amazonaws.com/photos/661715360/medium.jpg,,"","",1,0,true,3,"Floodwood, MN, US",46.8927157674,-93.0108729731,1973396,,,,1973396,,open,false,,,nannyberry,Viburnum lentago,nannyberry,Plantae,54773,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,,,Viburnum,Viburnum lentago
362547208,b30fd0c1-688f-4727-b669-c9c3ed8a4d3a,2026-05-17 16:48:00-05:00,2026-05-17,2026-05-17 21:48:00 UTC,Bogota,9643869,zack96679,Zack Stout,2026-05-17 22:01:49 UTC,2026-05-17 22:01:52 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/362547208,https://inaturalist-open-data.s3.amazonaws.com/photos/661716384/medium.jpg,,"","",0,0,false,3,"",,,,,,,,,,false,,,"",Cupressoideae,"Cypresses, Cedars, Junipers, and Allies",Plantae,1150915,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Cupressoideae,,,
363446547,2c4bbad2-1dd0-4059-bec3-c2db1abf1037,2026-05-20 14:55:05-05:00,2026-05-20,2026-05-20 19:55:05 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 19:56:32 UTC,2026-05-20 19:56:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/363446547,https://inaturalist-open-data.s3.amazonaws.com/photos/663431623/medium.jpg,,"","",0,0,false,3,"Jacobson, MN, US",46.8854714274,-93.3417776708,1973396,,,,1973396,,,false,,,"",Malus,apples and crabapples,Plantae,54500,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Amygdaloideae,Maleae,Malus,
363477377,8593c06b-0699-46c4-924f-61e7188e21a9,2026-05-20 16:06:35-05:00,2026-05-20,2026-05-20 21:06:35 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 21:49:12 UTC,2026-05-20 22:18:55 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363477377,https://inaturalist-open-data.s3.amazonaws.com/photos/663492655/medium.jpg,,"","",2,1,true,3,"Jacobson, MN, US",46.9348547223,-93.2131616228,1973396,,,,1973396,,open,false,,,larches,Larix,larches,Plantae,55571,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinoideae,,Larix,
363478088,8ee04290-17b1-4eac-8670-9816d11ed2bf,2026-05-20 15:48:05-05:00,2026-05-20,2026-05-20 20:48:05 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 21:51:52 UTC,2026-05-20 21:52:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/363478088,https://inaturalist-open-data.s3.amazonaws.com/photos/663493830/medium.jpg,,"","",0,0,false,3,"MN-73, Floodwood, MN, US",46.9079845681,-92.9107286933,1973396,,,,1973396,,open,false,,,"",Pinus sylvestris,Scots pine,Plantae,58722,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinoideae,,Pinus,Pinus sylvestris
363478433,5d510ca4-2d85-43d5-a2ae-2e774c227bd5,2026-05-20 15:43:27-05:00,2026-05-20,2026-05-20 20:43:27 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 21:53:03 UTC,2026-05-20 21:53:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/363478433,https://inaturalist-open-data.s3.amazonaws.com/photos/663494320/medium.jpg,,"","",0,0,false,3,"Rice Lake, Tamarack, MN, US",46.5957896553,-93.1419444632,1973396,,,,1973396,,open,false,,,"",Pinus resinosa,red pine,Plantae,52383,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinoideae,,Pinus,Pinus resinosa
363478578,b3275160-10d3-4555-a71b-150e273e2479,2026-05-20 15:48:05-05:00,2026-05-20,2026-05-20 20:48:05 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 21:53:40 UTC,2026-05-20 21:53:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/363478578,https://inaturalist-open-data.s3.amazonaws.com/photos/663494587/medium.jpg,,"","",0,0,false,3,"Chippewa National Forest, Remer, MN, US",47.0395776014,-94.0066113364,1973396,,,,1973396,,open,false,,,"",Pinus sylvestris,Scots pine,Plantae,58722,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinoideae,,Pinus,Pinus sylvestris
363500506,5f9fc26f-4080-444a-94e3-1283a6288cb1,2026-05-20 18:27:34-05:00,2026-05-20,2026-05-20 23:27:34 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 23:28:25 UTC,2026-05-20 23:28:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363500506,https://inaturalist-open-data.s3.amazonaws.com/photos/663537679/medium.jpg,,"","",0,0,true,3,"Nspc Initial Tailings Basin, Hibbing, MN, US",47.3548058266,-93.0379248844,1973396,,,,1973396,,open,false,,,"",Catalpa speciosa,northern catalpa,Plantae,76158,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,,Catalpeae,Catalpa,Catalpa speciosa
363500876,88106e4f-3ec9-4549-ac33-b0c8bfa4a5b1,2026-05-20 18:29:08-05:00,2026-05-20,2026-05-20 23:29:08 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 23:30:02 UTC,2026-05-20 23:30:07 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363500876,https://inaturalist-open-data.s3.amazonaws.com/photos/663538279/medium.jpg,,"","",0,0,true,3,"Jacobson, MN, US",46.8631109495,-93.2582958701,1973396,,,,1973396,,,false,,,"",Aesculus,buckeyes and horse-chestnuts,Plantae,53350,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,,,Aesculus,
363501291,31adf402-d5ad-4381-bb57-e48dd49ee08a,2026-05-20 18:31:47-05:00,2026-05-20,2026-05-20 23:31:47 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 23:32:49 UTC,2026-05-22 19:02:22 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363501291,https://inaturalist-open-data.s3.amazonaws.com/photos/663539406/medium.jpg,,"","",1,0,true,3,"Meadowlands, MN, US",47.1818501568,-92.753614467,1973396,,,,1973396,,,false,,,elms,Ulmus,elms,Plantae,53549,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,,,Ulmus,
363501501,3589fc79-3cca-4795-859f-6b5ad72940b6,2026-05-20 18:33:03-05:00,2026-05-20,2026-05-20 23:33:03 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 23:34:01 UTC,2026-05-20 23:34:22 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363501501,https://inaturalist-open-data.s3.amazonaws.com/photos/663539860/medium.jpg,,"","",0,0,true,3,"Sturgeon Lake, MN, US",46.3801939123,-93.0107675848,1973396,,,,1973396,,,false,,,"",Phellodendron amurense,Amur Corktree,Plantae,166636,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxyloideae,,Phellodendron,Phellodendron amurense
363501576,4bf10416-df54-4003-a9cb-99bde1c13d50,2026-05-20 18:34:11-05:00,2026-05-20,2026-05-20 23:34:11 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-05-20 23:34:25 UTC,2026-05-20 23:34:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/363501576,https://inaturalist-open-data.s3.amazonaws.com/photos/663539988/medium.jpg,,"","",0,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9952806114,-93.2398422808,9,,,,9,,open,false,,,"",Acer platanoides,Norway maple,Plantae,54763,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,,,Acer,Acer platanoides
